id_policy;id_client;id_vehicle;id_claim;id_year;claim_amount;claim_nb
A00012802-V01;A00012802;V01;CL01;Year 0;3184;1
A00012811-V01;A00012811;V01;CL01;Year 0;506;1
A00012831-V01;A00012831;V01;CL01;Year 0;1659;1
A00012831-V01;A00012831;V01;CL02;Year 0;4024;1
A00012839-V01;A00012839;V01;CL01;Year 0;723;1
A00012840-V01;A00012840;V01;CL01;Year 0;193;1
A00012841-V01;A00012841;V01;CL01;Year 0;178;1
A00012844-V01;A00012844;V01;CL01;Year 0;168;1
A00012848-V01;A00012848;V01;CL01;Year 0;310;1
A00012848-V01;A00012848;V01;CL02;Year 0;3134;1
A00012849-V01;A00012849;V01;CL01;Year 0;894;1
A00012854-V03;A00012854;V03;CL01;Year 0;879;1
A00012858-V01;A00012858;V01;CL01;Year 0;4376;1
A00012861-V01;A00012861;V01;CL01;Year 0;256;1
A00012866-V01;A00012866;V01;CL01;Year 0;90;1
A00012873-V01;A00012873;V01;CL01;Year 0;1183;1
A00012874-V01;A00012874;V01;CL01;Year 0;648;1
A00012874-V01;A00012874;V01;CL02;Year 0;748;1
A00012882-V01;A00012882;V01;CL01;Year 0;247;1
A00012885-V01;A00012885;V01;CL01;Year 0;1463;1
A00012902-V02;A00012902;V02;CL01;Year 0;584;1
A00012920-V02;A00012920;V02;CL01;Year 0;1104;1
A00012924-V01;A00012924;V01;CL01;Year 0;1477;1
A00012966-V01;A00012966;V01;CL01;Year 0;356;1
A00012977-V01;A00012977;V01;CL01;Year 0;516;1
A00012996-V01;A00012996;V01;CL01;Year 0;3499;1
A00012996-V01;A00012996;V01;CL02;Year 0;3995;1
A00013004-V04;A00013004;V04;CL01;Year 0;635;1
A00013006-V01;A00013006;V01;CL01;Year 0;1336;1
A00013008-V01;A00013008;V01;CL01;Year 0;133;1
A00013022-V01;A00013022;V01;CL01;Year 0;4850;1
A00013030-V01;A00013030;V01;CL01;Year 0;1450;1
A00013045-V01;A00013045;V01;CL01;Year 0;649;1
A00013050-V02;A00013050;V02;CL01;Year 0;583;1
A00013054-V02;A00013054;V02;CL01;Year 0;-846;1
A00013054-V02;A00013054;V02;CL02;Year 0;769;1
A00013059-V03;A00013059;V03;CL01;Year 0;3041;1
A00013075-V02;A00013075;V02;CL01;Year 0;619;1
A00013079-V01;A00013079;V01;CL01;Year 0;-368;1
A00013089-V01;A00013089;V01;CL01;Year 0;1611;1
A00013089-V02;A00013089;V02;CL01;Year 0;1555;1
A00013103-V02;A00013103;V02;CL01;Year 0;194;1
A00013107-V01;A00013107;V01;CL01;Year 0;2104;1
A00013112-V02;A00013112;V02;CL01;Year 0;226;1
A00013123-V02;A00013123;V02;CL01;Year 0;3225;1
A00013123-V02;A00013123;V02;CL02;Year 0;656;1
A00013127-V02;A00013127;V02;CL01;Year 0;125;1
A00013129-V01;A00013129;V01;CL01;Year 0;499;1
A00013134-V03;A00013134;V03;CL01;Year 0;501;1
A00013140-V03;A00013140;V03;CL01;Year 0;3388;1
A00013140-V03;A00013140;V03;CL02;Year 0;1271;1
A00013157-V02;A00013157;V02;CL01;Year 0;896;1
A00013180-V01;A00013180;V01;CL01;Year 0;-912;1
A00013189-V01;A00013189;V01;CL01;Year 0;2963;1
A00013192-V01;A00013192;V01;CL01;Year 0;720;1
A00013208-V01;A00013208;V01;CL01;Year 0;399;1
A00013210-V01;A00013210;V01;CL01;Year 0;779;1
A00013211-V01;A00013211;V01;CL01;Year 0;458;1
A00013212-V02;A00013212;V02;CL01;Year 0;587;1
A00013212-V02;A00013212;V02;CL02;Year 0;741;1
A00013221-V01;A00013221;V01;CL01;Year 0;786;1
A00013223-V01;A00013223;V01;CL01;Year 0;860;1
A00013230-V01;A00013230;V01;CL01;Year 0;1761;1
A00013230-V01;A00013230;V01;CL02;Year 0;3052;1
A00013230-V01;A00013230;V01;CL03;Year 0;746;1
A00013239-V03;A00013239;V03;CL01;Year 0;2393;1
A00013240-V02;A00013240;V02;CL01;Year 0;-894;1
A00013256-V01;A00013256;V01;CL01;Year 0;1868;1
A00013259-V01;A00013259;V01;CL01;Year 0;63;1
A00013277-V01;A00013277;V01;CL01;Year 0;921;1
A00013290-V01;A00013290;V01;CL01;Year 0;1675;1
A00013297-V01;A00013297;V01;CL01;Year 0;530;1
A00013300-V01;A00013300;V01;CL01;Year 0;166;1
A00013310-V01;A00013310;V01;CL01;Year 0;1032;1
A00013319-V01;A00013319;V01;CL01;Year 0;589;1
A00013324-V01;A00013324;V01;CL01;Year 0;1553;1
A00013329-V01;A00013329;V01;CL01;Year 0;1315;1
A00013337-V01;A00013337;V01;CL01;Year 0;625;1
A00013356-V01;A00013356;V01;CL01;Year 0;2352;1
A00013356-V04;A00013356;V04;CL01;Year 0;724;1
A00013359-V02;A00013359;V02;CL01;Year 0;573;1
A00013377-V02;A00013377;V02;CL01;Year 0;485;1
A00013377-V03;A00013377;V03;CL01;Year 0;150;1
A00013391-V01;A00013391;V01;CL01;Year 0;8313;1
A00013394-V01;A00013394;V01;CL01;Year 0;3834;1
A00013397-V01;A00013397;V01;CL01;Year 0;559;1
A00013415-V01;A00013415;V01;CL01;Year 0;41;1
A00013415-V01;A00013415;V01;CL02;Year 0;450;1
A00013415-V04;A00013415;V04;CL01;Year 0;-544;1
A00013430-V01;A00013430;V01;CL01;Year 0;641;1
A00013432-V01;A00013432;V01;CL01;Year 0;2954;1
A00013433-V01;A00013433;V01;CL01;Year 0;647;1
A00013434-V01;A00013434;V01;CL01;Year 0;168;1
A00013439-V02;A00013439;V02;CL01;Year 0;1997;1
A00013442-V01;A00013442;V01;CL01;Year 0;182;1
A00013443-V03;A00013443;V03;CL01;Year 0;1030;1
A00013480-V01;A00013480;V01;CL01;Year 0;454;1
A00013484-V01;A00013484;V01;CL01;Year 0;1858;1
A00013486-V01;A00013486;V01;CL01;Year 0;-382;1
A00013491-V02;A00013491;V02;CL01;Year 0;6800;1
A00013491-V02;A00013491;V02;CL02;Year 0;966;1
A00013497-V06;A00013497;V06;CL01;Year 0;531;1
A00013510-V01;A00013510;V01;CL01;Year 0;4428;1
A00013519-V02;A00013519;V02;CL01;Year 0;-163;1
A00013519-V02;A00013519;V02;CL02;Year 0;132;1
A00013521-V03;A00013521;V03;CL01;Year 0;1526;1
A00013525-V01;A00013525;V01;CL01;Year 0;40;1
A00013535-V01;A00013535;V01;CL01;Year 0;166;1
A00013538-V02;A00013538;V02;CL01;Year 0;1602;1
A00013556-V02;A00013556;V02;CL01;Year 0;136;1
A00013560-V01;A00013560;V01;CL01;Year 0;1011;1
A00013563-V02;A00013563;V02;CL01;Year 0;1728;1
A00013563-V02;A00013563;V02;CL02;Year 0;-949;1
A00013564-V01;A00013564;V01;CL01;Year 0;274;1
A00013568-V01;A00013568;V01;CL01;Year 0;500;1
A00013572-V01;A00013572;V01;CL01;Year 0;254;1
A00013579-V02;A00013579;V02;CL01;Year 0;3385;1
A00013599-V03;A00013599;V03;CL01;Year 0;242;1
A00013602-V01;A00013602;V01;CL01;Year 0;107;1
A00013626-V01;A00013626;V01;CL01;Year 0;1014;1
A00013631-V02;A00013631;V02;CL01;Year 0;373;1
A00013637-V01;A00013637;V01;CL01;Year 0;78;1
A00013640-V01;A00013640;V01;CL01;Year 0;846;1
A00013646-V01;A00013646;V01;CL01;Year 0;194;1
A00013649-V02;A00013649;V02;CL01;Year 0;753;1
A00013651-V02;A00013651;V02;CL01;Year 0;1152;1
A00013654-V01;A00013654;V01;CL01;Year 0;3766;1
A00013668-V01;A00013668;V01;CL01;Year 0;1277;1
A00013675-V01;A00013675;V01;CL01;Year 0;1033;1
A00013699-V01;A00013699;V01;CL01;Year 0;1235;1
A00013711-V02;A00013711;V02;CL01;Year 0;419;1
A00013741-V01;A00013741;V01;CL01;Year 0;351;1
A00013741-V01;A00013741;V01;CL02;Year 0;893;1
A00013754-V01;A00013754;V01;CL01;Year 0;2487;1
A00013755-V03;A00013755;V03;CL01;Year 0;2259;1
A00013756-V01;A00013756;V01;CL01;Year 0;646;1
A00013763-V02;A00013763;V02;CL01;Year 0;-1717;1
A00013774-V02;A00013774;V02;CL01;Year 0;669;1
A00013778-V01;A00013778;V01;CL01;Year 0;490;1
A00013795-V01;A00013795;V01;CL01;Year 0;1271;1
A00013813-V03;A00013813;V03;CL01;Year 0;3410;1
A00013819-V01;A00013819;V01;CL01;Year 0;664;1
A00013827-V01;A00013827;V01;CL01;Year 0;185;1
A00013835-V01;A00013835;V01;CL01;Year 0;1140;1
A00013837-V02;A00013837;V02;CL01;Year 0;179;1
A00013852-V01;A00013852;V01;CL01;Year 0;901;1
A00013852-V01;A00013852;V01;CL02;Year 0;602;1
A00013862-V02;A00013862;V02;CL01;Year 0;192;1
A00013867-V01;A00013867;V01;CL01;Year 0;7397;1
A00013870-V02;A00013870;V02;CL01;Year 0;947;1
A00013872-V02;A00013872;V02;CL01;Year 0;-352;1
A00013872-V02;A00013872;V02;CL02;Year 0;1150;1
A00013872-V02;A00013872;V02;CL03;Year 0;1420;1
A00013873-V01;A00013873;V01;CL01;Year 0;239;1
A00013878-V02;A00013878;V02;CL01;Year 0;611;1
A00013901-V01;A00013901;V01;CL01;Year 0;150;1
A00013901-V01;A00013901;V01;CL02;Year 0;3345;1
A00013913-V01;A00013913;V01;CL01;Year 0;1666;1
A00013915-V01;A00013915;V01;CL01;Year 0;2036;1
A00013915-V01;A00013915;V01;CL02;Year 0;1381;1
A00013918-V03;A00013918;V03;CL01;Year 0;518;1
A00013924-V01;A00013924;V01;CL01;Year 0;835;1
A00013927-V01;A00013927;V01;CL01;Year 0;119;1
A00013929-V01;A00013929;V01;CL01;Year 0;10870;1
A00013931-V01;A00013931;V01;CL01;Year 0;195;1
A00013959-V01;A00013959;V01;CL01;Year 0;1525;1
A00013965-V01;A00013965;V01;CL01;Year 0;717;1
A00013974-V02;A00013974;V02;CL01;Year 0;298;1
A00013981-V02;A00013981;V02;CL01;Year 0;607;1
A00013989-V01;A00013989;V01;CL01;Year 0;1149;1
A00013999-V01;A00013999;V01;CL01;Year 0;2106;1
A00014006-V02;A00014006;V02;CL01;Year 0;267;1
A00014009-V01;A00014009;V01;CL01;Year 0;2123;1
A00014036-V01;A00014036;V01;CL01;Year 0;149;1
A00014036-V01;A00014036;V01;CL02;Year 0;493;1
A00014036-V01;A00014036;V01;CL03;Year 0;3753;1
A00014037-V01;A00014037;V01;CL01;Year 0;190;1
A00014044-V01;A00014044;V01;CL01;Year 0;826;1
A00014044-V03;A00014044;V03;CL01;Year 0;2094;1
A00014044-V05;A00014044;V05;CL01;Year 0;134;1
A00014044-V07;A00014044;V07;CL01;Year 0;-39;1
A00014045-V01;A00014045;V01;CL01;Year 0;886;1
A00014046-V02;A00014046;V02;CL01;Year 0;1425;1
A00014052-V02;A00014052;V02;CL01;Year 0;580;1
A00014056-V02;A00014056;V02;CL01;Year 0;4036;1
A00014056-V02;A00014056;V02;CL02;Year 0;241;1
A00014058-V01;A00014058;V01;CL01;Year 0;1389;1
A00014064-V01;A00014064;V01;CL01;Year 0;1082;1
A00014072-V03;A00014072;V03;CL01;Year 0;2671;1
A00014073-V01;A00014073;V01;CL01;Year 0;153;1
A00014082-V01;A00014082;V01;CL01;Year 0;1487;1
A00014082-V02;A00014082;V02;CL01;Year 0;174;1
A00014106-V01;A00014106;V01;CL01;Year 0;2024;1
A00014111-V01;A00014111;V01;CL01;Year 0;507;1
A00014130-V01;A00014130;V01;CL01;Year 0;204;1
A00014130-V01;A00014130;V01;CL02;Year 0;3134;1
A00014133-V01;A00014133;V01;CL01;Year 0;2137;1
A00014157-V01;A00014157;V01;CL01;Year 0;160;1
A00014167-V01;A00014167;V01;CL01;Year 0;4599;1
A00014171-V01;A00014171;V01;CL01;Year 0;61;1
A00014184-V01;A00014184;V01;CL01;Year 0;4338;1
A00014193-V01;A00014193;V01;CL01;Year 0;1956;1
A00014200-V01;A00014200;V01;CL01;Year 0;1679;1
A00014203-V01;A00014203;V01;CL01;Year 0;-1135;1
A00014212-V01;A00014212;V01;CL01;Year 0;-917;1
A00014240-V02;A00014240;V02;CL01;Year 0;1214;1
A00014242-V01;A00014242;V01;CL01;Year 0;867;1
A00014247-V02;A00014247;V02;CL01;Year 0;106;1
A00014251-V01;A00014251;V01;CL01;Year 0;284;1
A00014272-V03;A00014272;V03;CL01;Year 0;2776;1
A00014273-V01;A00014273;V01;CL01;Year 0;778;1
A00014273-V02;A00014273;V02;CL01;Year 0;589;1
A00014285-V01;A00014285;V01;CL01;Year 0;43;1
A00014288-V01;A00014288;V01;CL01;Year 0;1344;1
A00014302-V02;A00014302;V02;CL01;Year 0;4029;1
A00014302-V02;A00014302;V02;CL02;Year 0;1421;1
A00014303-V01;A00014303;V01;CL01;Year 0;1060;1
A00014307-V04;A00014307;V04;CL01;Year 0;1383;1
A00014310-V03;A00014310;V03;CL01;Year 0;608;1
A00014310-V03;A00014310;V03;CL02;Year 0;646;1
A00014312-V01;A00014312;V01;CL01;Year 0;1278;1
A00014316-V01;A00014316;V01;CL01;Year 0;364;1
A00014337-V02;A00014337;V02;CL01;Year 0;1598;1
A00014356-V01;A00014356;V01;CL01;Year 0;177;1
A00014357-V02;A00014357;V02;CL01;Year 0;2124;1
A00014362-V02;A00014362;V02;CL01;Year 0;179;1
A00014370-V01;A00014370;V01;CL01;Year 0;590;1
A00014393-V02;A00014393;V02;CL01;Year 0;165;1
A00014397-V02;A00014397;V02;CL01;Year 0;-550;1
A00014402-V01;A00014402;V01;CL01;Year 0;-406;1
A00014404-V02;A00014404;V02;CL01;Year 0;2133;1
A00014412-V01;A00014412;V01;CL01;Year 0;1180;1
A00014413-V01;A00014413;V01;CL01;Year 0;607;1
A00014421-V01;A00014421;V01;CL01;Year 0;1107;1
A00014423-V01;A00014423;V01;CL01;Year 0;582;1
A00014433-V01;A00014433;V01;CL01;Year 0;357;1
A00014442-V02;A00014442;V02;CL01;Year 0;2339;1
A00014442-V02;A00014442;V02;CL02;Year 0;386;1
A00014442-V03;A00014442;V03;CL01;Year 0;-650;1
A00014442-V04;A00014442;V04;CL01;Year 0;2444;1
A00014444-V01;A00014444;V01;CL01;Year 0;1312;1
A00014456-V03;A00014456;V03;CL01;Year 0;157;1
A00014467-V04;A00014467;V04;CL01;Year 0;1855;1
A00014474-V01;A00014474;V01;CL01;Year 0;357;1
A00014484-V01;A00014484;V01;CL01;Year 0;848;1
A00014485-V01;A00014485;V01;CL01;Year 0;1419;1
A00014494-V01;A00014494;V01;CL01;Year 0;4182;1
A00014504-V03;A00014504;V03;CL01;Year 0;541;1
A00014506-V01;A00014506;V01;CL01;Year 0;1318;1
A00014509-V01;A00014509;V01;CL01;Year 0;5581;1
A00014509-V02;A00014509;V02;CL01;Year 0;688;1
A00014513-V02;A00014513;V02;CL01;Year 0;1186;1
A00014514-V02;A00014514;V02;CL01;Year 0;2897;1
A00014527-V02;A00014527;V02;CL01;Year 0;113;1
A00014529-V01;A00014529;V01;CL01;Year 0;3603;1
A00014529-V01;A00014529;V01;CL02;Year 0;1785;1
A00014552-V03;A00014552;V03;CL01;Year 0;1348;1
A00014566-V02;A00014566;V02;CL01;Year 0;-1183;1
A00014577-V01;A00014577;V01;CL01;Year 0;568;1
A00014579-V02;A00014579;V02;CL01;Year 0;-436;1
A00014580-V01;A00014580;V01;CL01;Year 0;112;1
A00014581-V01;A00014581;V01;CL01;Year 0;506;1
A00014582-V01;A00014582;V01;CL01;Year 0;1172;1
A00014588-V02;A00014588;V02;CL01;Year 0;305;1
A00014589-V02;A00014589;V02;CL01;Year 0;268;1
A00014601-V03;A00014601;V03;CL01;Year 0;-893;1
A00014620-V01;A00014620;V01;CL01;Year 0;606;1
A00014620-V01;A00014620;V01;CL02;Year 0;2337;1
A00014623-V03;A00014623;V03;CL01;Year 0;-473;1
A00014641-V01;A00014641;V01;CL01;Year 0;1430;1
A00014662-V02;A00014662;V02;CL01;Year 0;1738;1
A00014673-V03;A00014673;V03;CL01;Year 0;3713;1
A00014678-V01;A00014678;V01;CL01;Year 0;290;1
A00014684-V02;A00014684;V02;CL01;Year 0;213;1
A00014685-V02;A00014685;V02;CL01;Year 0;385;1
A00014685-V04;A00014685;V04;CL01;Year 0;1474;1
A00014693-V01;A00014693;V01;CL01;Year 0;129;1
A00014709-V01;A00014709;V01;CL01;Year 0;131;1
A00014715-V01;A00014715;V01;CL01;Year 0;2047;1
A00014725-V01;A00014725;V01;CL01;Year 0;519;1
A00014727-V04;A00014727;V04;CL01;Year 0;712;1
A00014735-V01;A00014735;V01;CL01;Year 0;1025;1
A00014749-V02;A00014749;V02;CL01;Year 0;2550;1
A00014757-V02;A00014757;V02;CL01;Year 0;145;1
A00014761-V02;A00014761;V02;CL01;Year 0;485;1
A00014762-V01;A00014762;V01;CL01;Year 0;-1234;1
A00014773-V01;A00014773;V01;CL01;Year 0;2551;1
A00014776-V01;A00014776;V01;CL01;Year 0;87;1
A00014776-V05;A00014776;V05;CL01;Year 0;1010;1
A00014782-V01;A00014782;V01;CL01;Year 0;3295;1
A00014786-V01;A00014786;V01;CL01;Year 0;669;1
A00014788-V01;A00014788;V01;CL01;Year 0;1140;1
A00014790-V01;A00014790;V01;CL01;Year 0;81;1
A00014807-V01;A00014807;V01;CL01;Year 0;413;1
A00014808-V01;A00014808;V01;CL01;Year 0;131;1
A00014812-V02;A00014812;V02;CL01;Year 0;1427;1
A00014813-V02;A00014813;V02;CL01;Year 0;421;1
A00014813-V02;A00014813;V02;CL02;Year 0;3002;1
A00014830-V03;A00014830;V03;CL01;Year 0;-969;1
A00014832-V02;A00014832;V02;CL01;Year 0;117;1
A00014833-V01;A00014833;V01;CL01;Year 0;5790;1
A00014840-V01;A00014840;V01;CL01;Year 0;661;1
A00014853-V01;A00014853;V01;CL01;Year 0;3073;1
A00014872-V01;A00014872;V01;CL01;Year 0;3115;1
A00014875-V01;A00014875;V01;CL01;Year 0;355;1
A00014877-V01;A00014877;V01;CL01;Year 0;275;1
A00014889-V03;A00014889;V03;CL01;Year 0;897;1
A00014899-V02;A00014899;V02;CL01;Year 0;85;1
A00014899-V02;A00014899;V02;CL02;Year 0;1715;1
A00014901-V01;A00014901;V01;CL01;Year 0;140;1
A00014902-V02;A00014902;V02;CL01;Year 0;185;1
A00014904-V01;A00014904;V01;CL01;Year 0;1761;1
A00014912-V02;A00014912;V02;CL01;Year 0;250;1
A00014920-V01;A00014920;V01;CL01;Year 0;1744;1
A00014960-V01;A00014960;V01;CL01;Year 0;1182;1
A00014965-V01;A00014965;V01;CL01;Year 0;375;1
A00014972-V01;A00014972;V01;CL01;Year 0;-941;1
A00014976-V01;A00014976;V01;CL01;Year 0;3057;1
A00014988-V02;A00014988;V02;CL01;Year 0;1307;1
A00014989-V01;A00014989;V01;CL01;Year 0;2587;1
A00014993-V03;A00014993;V03;CL01;Year 0;712;1
A00015021-V02;A00015021;V02;CL01;Year 0;558;1
A00015043-V01;A00015043;V01;CL01;Year 0;1814;1
A00015070-V01;A00015070;V01;CL01;Year 0;1070;1
A00015072-V02;A00015072;V02;CL01;Year 0;1134;1
A00015089-V01;A00015089;V01;CL01;Year 0;888;1
A00015089-V01;A00015089;V01;CL02;Year 0;-900;1
A00015089-V02;A00015089;V02;CL01;Year 0;1657;1
A00015092-V01;A00015092;V01;CL01;Year 0;524;1
A00015097-V01;A00015097;V01;CL01;Year 0;1598;1
A00015103-V01;A00015103;V01;CL01;Year 0;2581;1
A00015106-V01;A00015106;V01;CL01;Year 0;1013;1
A00015106-V02;A00015106;V02;CL01;Year 0;497;1
A00015122-V01;A00015122;V01;CL01;Year 0;764;1
A00015127-V02;A00015127;V02;CL01;Year 0;894;1
A00015129-V01;A00015129;V01;CL01;Year 0;-640;1
A00015152-V05;A00015152;V05;CL01;Year 0;299;1
A00015152-V06;A00015152;V06;CL01;Year 0;505;1
A00015158-V02;A00015158;V02;CL01;Year 0;3276;1
A00015169-V01;A00015169;V01;CL01;Year 0;944;1
A00015170-V02;A00015170;V02;CL01;Year 0;489;1
A00015182-V01;A00015182;V01;CL01;Year 0;1503;1
A00015192-V01;A00015192;V01;CL01;Year 0;600;1
A00015193-V02;A00015193;V02;CL01;Year 0;819;1
A00015203-V01;A00015203;V01;CL01;Year 0;2618;1
A00015208-V01;A00015208;V01;CL01;Year 0;4235;1
A00015229-V01;A00015229;V01;CL01;Year 0;5283;1
A00015232-V01;A00015232;V01;CL01;Year 0;670;1
A00015239-V01;A00015239;V01;CL01;Year 0;1934;1
A00015279-V01;A00015279;V01;CL01;Year 0;1200;1
A00015282-V01;A00015282;V01;CL01;Year 0;-507;1
A00015285-V01;A00015285;V01;CL01;Year 0;1969;1
A00015289-V02;A00015289;V02;CL01;Year 0;-1465;1
A00015294-V01;A00015294;V01;CL01;Year 0;2419;1
A00015300-V03;A00015300;V03;CL01;Year 0;808;1
A00015300-V03;A00015300;V03;CL02;Year 0;303;1
A00015316-V02;A00015316;V02;CL01;Year 0;1027;1
A00015319-V01;A00015319;V01;CL01;Year 0;418;1
A00015335-V01;A00015335;V01;CL01;Year 0;1684;1
A00015335-V01;A00015335;V01;CL02;Year 0;1313;1
A00015335-V01;A00015335;V01;CL03;Year 0;2711;1
A00015343-V01;A00015343;V01;CL01;Year 0;3195;1
A00015348-V01;A00015348;V01;CL01;Year 0;-745;1
A00015353-V01;A00015353;V01;CL01;Year 0;26;1
A00015355-V01;A00015355;V01;CL01;Year 0;171;1
A00015373-V01;A00015373;V01;CL01;Year 0;1590;1
A00015383-V01;A00015383;V01;CL01;Year 0;149;1
A00015394-V04;A00015394;V04;CL01;Year 0;6942;1
A00015404-V01;A00015404;V01;CL01;Year 0;5368;1
A00015436-V02;A00015436;V02;CL01;Year 0;433;1
A00015438-V01;A00015438;V01;CL01;Year 0;1699;1
A00015438-V01;A00015438;V01;CL02;Year 0;684;1
A00015448-V01;A00015448;V01;CL01;Year 0;424;1
A00015449-V01;A00015449;V01;CL01;Year 0;2207;1
A00015449-V01;A00015449;V01;CL02;Year 0;5016;1
A00015450-V04;A00015450;V04;CL01;Year 0;951;1
A00015450-V04;A00015450;V04;CL02;Year 0;3237;1
A00015450-V04;A00015450;V04;CL03;Year 0;-566;1
A00015451-V02;A00015451;V02;CL01;Year 0;-802;1
A00015451-V02;A00015451;V02;CL02;Year 0;194;1
A00015453-V01;A00015453;V01;CL01;Year 0;8733;1
A00015454-V01;A00015454;V01;CL01;Year 0;141;1
A00015455-V01;A00015455;V01;CL01;Year 0;-1121;1
A00015469-V01;A00015469;V01;CL01;Year 0;1539;1
A00015480-V01;A00015480;V01;CL01;Year 0;928;1
A00015491-V01;A00015491;V01;CL01;Year 0;-879;1
A00015499-V01;A00015499;V01;CL01;Year 0;1594;1
A00015517-V01;A00015517;V01;CL01;Year 0;-743;1
A00015527-V01;A00015527;V01;CL01;Year 0;1587;1
A00015530-V02;A00015530;V02;CL01;Year 0;6201;1
A00015546-V01;A00015546;V01;CL01;Year 0;622;1
A00015551-V01;A00015551;V01;CL01;Year 0;2954;1
A00015584-V03;A00015584;V03;CL01;Year 0;1553;1
A00015586-V01;A00015586;V01;CL01;Year 0;1857;1
A00015587-V01;A00015587;V01;CL01;Year 0;-345;1
A00015593-V02;A00015593;V02;CL01;Year 0;1241;1
A00015595-V01;A00015595;V01;CL01;Year 0;616;1
A00015626-V01;A00015626;V01;CL01;Year 0;1819;1
A00015626-V04;A00015626;V04;CL01;Year 0;1181;1
A00015629-V01;A00015629;V01;CL01;Year 0;172;1
A00015630-V01;A00015630;V01;CL01;Year 0;572;1
A00015640-V01;A00015640;V01;CL01;Year 0;922;1
A00015644-V02;A00015644;V02;CL01;Year 0;4869;1
A00015659-V01;A00015659;V01;CL01;Year 0;1031;1
A00015668-V01;A00015668;V01;CL01;Year 0;1604;1
A00015682-V01;A00015682;V01;CL01;Year 0;1957;1
A00015682-V01;A00015682;V01;CL02;Year 0;-892;1
A00015695-V01;A00015695;V01;CL01;Year 0;1276;1
A00015695-V01;A00015695;V01;CL02;Year 0;958;1
A00015701-V01;A00015701;V01;CL01;Year 0;443;1
A00015702-V01;A00015702;V01;CL01;Year 0;584;1
A00015706-V01;A00015706;V01;CL01;Year 0;8571;1
A00015741-V02;A00015741;V02;CL01;Year 0;1624;1
A00015744-V02;A00015744;V02;CL01;Year 0;454;1
A00015750-V02;A00015750;V02;CL01;Year 0;432;1
A00015750-V02;A00015750;V02;CL02;Year 0;3108;1
A00015752-V02;A00015752;V02;CL01;Year 0;1085;1
A00015752-V02;A00015752;V02;CL02;Year 0;141;1
A00015757-V02;A00015757;V02;CL01;Year 0;1230;1
A00015758-V01;A00015758;V01;CL01;Year 0;1892;1
A00015759-V01;A00015759;V01;CL01;Year 0;2026;1
A00015761-V01;A00015761;V01;CL01;Year 0;2102;1
A00015761-V01;A00015761;V01;CL02;Year 0;1240;1
A00015773-V03;A00015773;V03;CL01;Year 0;2627;1
A00015778-V01;A00015778;V01;CL01;Year 0;1034;1
A00015781-V01;A00015781;V01;CL01;Year 0;2805;1
A00015783-V01;A00015783;V01;CL01;Year 0;4165;1
A00015795-V02;A00015795;V02;CL01;Year 0;1497;1
A00015798-V01;A00015798;V01;CL01;Year 0;65;1
A00015798-V03;A00015798;V03;CL01;Year 0;305;1
A00015800-V01;A00015800;V01;CL01;Year 0;2137;1
A00015811-V01;A00015811;V01;CL01;Year 0;2740;1
A00015818-V01;A00015818;V01;CL01;Year 0;1553;1
A00015821-V01;A00015821;V01;CL01;Year 0;80;1
A00015829-V01;A00015829;V01;CL01;Year 0;835;1
A00015832-V01;A00015832;V01;CL01;Year 0;4339;1
A00015848-V03;A00015848;V03;CL01;Year 0;216;1
A00015854-V01;A00015854;V01;CL01;Year 0;600;1
A00015859-V02;A00015859;V02;CL01;Year 0;207;1
A00015866-V02;A00015866;V02;CL01;Year 0;498;1
A00015883-V02;A00015883;V02;CL01;Year 0;174;1
A00015898-V01;A00015898;V01;CL01;Year 0;4669;1
A00015898-V01;A00015898;V01;CL02;Year 0;-1229;1
A00015915-V02;A00015915;V02;CL01;Year 0;835;1
A00015922-V01;A00015922;V01;CL01;Year 0;957;1
A00015926-V04;A00015926;V04;CL01;Year 0;881;1
A00015926-V04;A00015926;V04;CL02;Year 0;743;1
A00015929-V01;A00015929;V01;CL01;Year 0;545;1
A00015935-V01;A00015935;V01;CL01;Year 0;520;1
A00015943-V01;A00015943;V01;CL01;Year 0;222;1
A00015943-V02;A00015943;V02;CL01;Year 0;1005;1
A00015956-V03;A00015956;V03;CL01;Year 0;347;1
A00015960-V02;A00015960;V02;CL01;Year 0;5120;1
A00015966-V01;A00015966;V01;CL01;Year 0;524;1
A00015966-V01;A00015966;V01;CL02;Year 0;1431;1
A00015973-V02;A00015973;V02;CL01;Year 0;11840;1
A00015979-V01;A00015979;V01;CL01;Year 0;4310;1
A00015979-V03;A00015979;V03;CL01;Year 0;549;1
A00015982-V01;A00015982;V01;CL01;Year 0;3518;1
A00015982-V01;A00015982;V01;CL02;Year 0;791;1
A00015986-V03;A00015986;V03;CL01;Year 0;51;1
A00015986-V03;A00015986;V03;CL02;Year 0;-943;1
A00015990-V02;A00015990;V02;CL01;Year 0;651;1
A00015998-V06;A00015998;V06;CL01;Year 0;119;1
A00016002-V03;A00016002;V03;CL01;Year 0;1373;1
A00016003-V02;A00016003;V02;CL01;Year 0;2622;1
A00016004-V01;A00016004;V01;CL01;Year 0;397;1
A00016004-V03;A00016004;V03;CL01;Year 0;711;1
A00016004-V03;A00016004;V03;CL02;Year 0;945;1
A00016006-V03;A00016006;V03;CL01;Year 0;1269;1
A00016009-V02;A00016009;V02;CL01;Year 0;1106;1
A00016009-V03;A00016009;V03;CL01;Year 0;164;1
